id;track_name;genre;artist_name;topic;release_date
557;today;country;the louvin brothers;music;1959
558;my lord has called me;country;george jones;world/life;1959
559;wandering soul;country;george jones;world/life;1959
560;good ole bible;country;george jones;world/life;1959
561;take the devil out of me;country;george jones;violence;1959
562;danny boy;country;conway twitty;music;1959
563;rovin' gambler;country;hank thompson;obscene;1959
564;ridin' home;country;sons of the pioneers;music;1959
565;if you want to wear a crown;country;george jones;violence;1959
566;it only hurts for a little while;country;don gibson;sadness;1960
567;big hearted me;country;don gibson;sadness;1960
568;never love again;country;don gibson;romantic;1960
569;sweet dreams;country;don gibson;world/life;1960
570;lonely street;country;don gibson;sadness;1960
571;maybe tomorrow;country;don gibson;night/time;1960
572;the blackboard of my heart;country;hank thompson;sadness;1960
573;tears are only rain;country;hank thompson;sadness;1960
574;how do you feel?;country;hank thompson;sadness;1960
575;we've gone too far;country;hank thompson;sadness;1960
576;most of all;country;hank thompson;world/life;1960
577;my tears don't show;country;don gibson;sadness;1960
578;breakin' the rules;country;hank thompson;obscene;1960
579;if i can stay away;country;don gibson;night/time;1960
580;time hurts;country;don gibson;sadness;1960
581;hurtin' inside;country;don gibson;sadness;1960
582;the streets of laredo;country;don gibson;violence;1960
583;my hands are tied;country;don gibson;romantic;1960
584;rock of ages;country;ray price;violence;1960
585;love thief;country;hank thompson;sadness;1960
586;cryin' in the deep blue sea;country;hank thompson;sadness;1960
587;soft lips;country;hank thompson;romantic;1960
588;take a look at this broken heart of mine;country;hank thompson;sadness;1960
589;i was the first one;country;hank thompson;sadness;1960
590;take this hammer;country;big bill broonzy;obscene;1960
591;bottle it up and go;country;lightnin' hopkins;obscene;1960
592;if i had my way;country;rev. gary davis;violence;1960
593;until then;country;ray price;music;1960
594;the foot race is on;country;lightnin' hopkins;obscene;1960
595;bill bailey, won't you please come home?;country;big bill broonzy;music;1960
596;so long baby;country;lightnin' hopkins;night/time;1960
597;louise blues;country;big bill broonzy;obscene;1960
598;how about rocking with me;blues;piney brown;obscene;1950
599;midnight blues;blues;the ravens;music;1950
600;gotta find my baby;blues;the ravens;obscene;1950
601;you're gonna lose your gal;blues;the ravens;violence;1950
602;i've got a crush on you;blues;ella fitzgerald;world/life;1950
603;but not for me;blues;ella fitzgerald;sadness;1950
604;soon;blues;ella fitzgerald;music;1950
605;call me darling;blues;josh white;obscene;1951
606;the bigger the figure (with keely smith);blues;louis prima;sadness;1951
607;one mint julep;blues;louis prima;obscene;1951
608;eleanor;blues;louis prima;sadness;1951
609;basta;blues;louis prima;violence;1951
610;you'll have to swing it (mr. paganini);blues;ella fitzgerald;music;1953
611;it might as well be spring;blues;ella fitzgerald;music;1953
612;thanks for the memory;blues;ella fitzgerald;world/life;1953
613;lover, come back to me;blues;ella fitzgerald;sadness;1953
614;taking a chance on love;blues;ella fitzgerald;sadness;1953
615;between the devil and the deep blue sea;blues;ella fitzgerald;violence;1953
616;yesterdays;blues;billie holiday;world/life;1953
617;i can't face the music;blues;billie holiday;music;1953
618;remember;blues;billie holiday;world/life;1953
619;no more cane on the brazo;blues;odetta;violence;1954
620;santy anno;blues;odetta;sadness;1954
621;i'm glad there is you;blues;ella fitzgerald;world/life;1954
622;what is there to say?;blues;ella fitzgerald;sadness;1954
623;my heart belongs to daddy;blues;ella fitzgerald;sadness;1954
624;please be kind;blues;ella fitzgerald;sadness;1954
625;you leave me breathless;blues;ella fitzgerald;sadness;1954
626;foolish tears;blues;ella fitzgerald;sadness;1955
627;you don't know my mind;blues;josh white;obscene;1955
628;anymore;blues;johnny ace;romantic;1955
629;my song;blues;johnny ace;sadness;1955
630;saving my love for you;blues;johnny ace;world/life;1955
631;the masquerade is over;blues;cannonball adderley;sadness;1955
632;falling in love with love;blues;cannonball adderley;obscene;1955
633;pledging my love;blues;johnny ace;romantic;1955
634;blue gardenia;blues;dinah washington;music;1955
635;i've got you under my skin;blues;dinah washington;violence;1955
636;willow weep for me;blues;cannonball adderley;romantic;1955
637;i could write a book;blues;dinah washington;world/life;1955
638;i get a kick out of you;blues;dinah washington;obscene;1955
639;easy living;blues;dinah washington;world/life;1955
640;pete kelly's blues;blues;ella fitzgerald;music;1955
641;you go to my head;blues;dinah washington;violence;1955
642;i hadn't anyone till you;blues;ella fitzgerald;sadness;1955
643;alone together;blues;dinah washington;violence;1955
644;lover's gold;blues;ella fitzgerald;romantic;1955
645;this can't be love;blues;dinah washington;obscene;1955
646;dream a little longer;blues;ella fitzgerald;world/life;1955
647;i wished on the moon;blues;ella fitzgerald;sadness;1955
648;mule skinner blues;blues;odetta;feelings;1956
649;chilly winds;blues;odetta;music;1956
650;memphis blues;blues;lizzie miles;violence;1956
651;he's got the whole world in his hands;blues;odetta;romantic;1956
652;jack o' diamonds;blues;odetta;obscene;1956
653;new studio blues;blues;link wray;obscene;1956
654;come along, charlie;blues;josh white;obscene;1956
655;joshua;blues;odetta;violence;1956
656;night and day;blues;ella fitzgerald;night/time;1956
657;ace in the hole;blues;ella fitzgerald;violence;1956
658;miss otis regrets (she's unable to lunch today);blues;ella fitzgerald;world/life;1956
659;from this moment on;blues;ella fitzgerald;romantic;1956
660;ev'ry time we say goodbye;blues;ella fitzgerald;music;1956
661;what is this thing called love?;blues;ella fitzgerald;sadness;1956
662;everybody's somebody's fool;blues;lavern baker;night/time;1956
663;i'm in a crying mood;blues;lavern baker;music;1956
664;get out of town;blues;ella fitzgerald;romantic;1956
665;why can't you behave?;blues;ella fitzgerald;world/life;1956
666;i've got you under my skin;blues;ella fitzgerald;violence;1956
667;begin the beguine;blues;ella fitzgerald;world/life;1956
668;always true to you in my fashion;blues;ella fitzgerald;romantic;1956
669;i concentrate on you;blues;ella fitzgerald;music;1956
670;i get a kick out of you;blues;ella fitzgerald;obscene;1956
671;too darn hot;blues;ella fitzgerald;night/time;1956
672;it's delovely;blues;ella fitzgerald;romantic;1956
673;let's do it;blues;ella fitzgerald;sadness;1956
674;so in love;blues;ella fitzgerald;romantic;1956
675;love me or leave me;blues;billie holiday;night/time;1956
676;deep song;blues;billie holiday;sadness;1956
677;you took advantage of me;blues;ella fitzgerald;sadness;1956
678;good morning heartache;blues;billie holiday;feelings;1956
679;what is this thing called love;blues;billie holiday;sadness;1956
680;lover;blues;ella fitzgerald;romantic;1956
681;spring is here;blues;ella fitzgerald;music;1956
682;johnny one note;blues;ella fitzgerald;music;1956
683;wait till you see her;blues;ella fitzgerald;romantic;1956
684;some other spring;blues;billie holiday;sadness;1956
685;i could write a book;blues;ella fitzgerald;world/life;1956
686;there is a fountain filled with blood;blues;aretha franklin;violence;1956
687;to keep my love alive;blues;ella fitzgerald;violence;1956
688;too marvelous for words;blues;billie holiday;music;1956
689;easy to love;blues;billie holiday;world/life;1956
690;solitude;blues;billie holiday;music;1956
691;you go to my head;blues;billie holiday;violence;1956
692;everything i have is yours;blues;billie holiday;world/life;1956
693;smoke gets in your eyes;blues;dinah washington;sadness;1956
694;moonglow;blues;billie holiday;music;1956
695;easy living;blues;billie holiday;world/life;1956
696;my love will never die;blues;otis rush;night/time;1956
697;jericho;blues;sister rosetta tharpe;violence;1956
698;them there eyes;blues;billie holiday;sadness;1956
699;no more;blues;billie holiday;sadness;1956
700;lady sings the blues;blues;billie holiday;music;1956
701;i love you so;blues;johnny burnette & the rock 'n' roll trio;world/life;1956
702;goodbye;blues;dinah washington;music;1956
703;fly away;blues;sister rosetta tharpe;sadness;1956
704;i cried for you;blues;billie holiday;sadness;1956
705;groaning the blues;blues;otis rush;sadness;1956
706;a cottage for sale;blues;dinah washington;sadness;1956
707;all of me;blues;dinah washington;romantic;1956
708;good morning heartache;blues;ella fitzgerald;feelings;1956
709;i've got five dollars;blues;ella fitzgerald;sadness;1956
710;here in my arms;blues;ella fitzgerald;romantic;1956
711;thou swell;blues;ella fitzgerald;romantic;1956
712;strange fruit;blues;billie holiday;violence;1956
713;while the blood runs warm;blues;aretha franklin;violence;1956
714;cain't no grave hold my body down;blues;sister rosetta tharpe;violence;1956
715;our love is here to stay;blues;dinah washington;night/time;1956
716;when they ring the golden bell;blues;sister rosetta tharpe;music;1956
717;all alone;blues;sister rosetta tharpe;world/life;1956
718;you grow closer;blues;aretha franklin;world/life;1956
719;he will wash you white as snow;blues;aretha franklin;violence;1956
720;cha cha cha in blue;blues;junior wells;music;1957
721;little by little;blues;junior wells;sadness;1957
722;keepin' out of mischief now;blues;dinah washington;world/life;1957
723;forever and a day;blues;mickey & sylvia;romantic;1957
724;christopher columbus;blues;dinah washington;music;1957
725;ain't you a mess;blues;mose allison;obscene;1957
726;solitude;blues;ella fitzgerald;music;1957
727;only forever;blues;ella fitzgerald;night/time;1957
728;from coast to coast;blues;ella fitzgerald;music;1957
729;ill wind;blues;ella fitzgerald;music;1957
730;that's all i need;blues;the cadillacs;obscene;1957
731;wishing well;blues;the cadillacs;violence;1957
732;in a sentimental mood;blues;ella fitzgerald;romantic;1957
733;day dream;blues;ella fitzgerald;sadness;1957
734;it don't mean a thing (if it ain't got that swing);blues;ella fitzgerald;music;1957
735;stompin' at the savoy;blues;ella fitzgerald;romantic;1957
736;prelude to a kiss;blues;ella fitzgerald;music;1957
737;squatty roo;blues;ella fitzgerald;music;1957
738;do nothing till you hear from me;blues;ella fitzgerald;romantic;1957
739;lush life;blues;ella fitzgerald;world/life;1957
740;all too soon;blues;ella fitzgerald;romantic;1957
741;dream a little dream of me;blues;ella fitzgerald;romantic;1957
742;embraceable you;blues;billie holiday;romantic;1957
743;downbound train;blues;chuck berry;violence;1957
744;i've got my love to keep me warm;blues;ella fitzgerald;music;1957
745;wee wee hours;blues;chuck berry;sadness;1957
746;they can't take that away from me;blues;billie holiday;sadness;1957
747;boogie woogie woman;blues;b.b. king;night/time;1957
748;blind love;blues;b.b. king;violence;1957
749;i'm puttin' all my eggs in one basket;blues;ella fitzgerald;world/life;1957
750;blues in the night;blues;ella fitzgerald;music;1957
751;learnin' the blues;blues;ella fitzgerald;music;1957
752;early every morning;blues;b.b. king;world/life;1957
753;a fine romance;blues;ella fitzgerald;romantic;1957
754;5-10-15 hours;blues;ruth brown;violence;1957
755;don't be that way;blues;ella fitzgerald;sadness;1957
756;you upset me, baby;blues;b.b. king;obscene;1957
757;speedo;blues;the cadillacs;obscene;1957
758;drown in my own tears;blues;ray charles;sadness;1957
759;she's a sweet one;blues;junior wells;violence;1957
760;long distance call;blues;muddy waters;music;1957
761;everyday i have the blues;blues;b.b. king;world/life;1957
762;lucky lips;blues;ruth brown;romantic;1957
763;louisiana blues;blues;muddy waters;feelings;1957
764;she moves me;blues;muddy waters;violence;1957
765;i'm ready;blues;muddy waters;night/time;1957
766;woke up this morning (my baby she was gone);blues;b.b. king;feelings;1957
767;we'll be together again;blues;ella fitzgerald;world/life;1957
768;so long;blues;ruth brown;night/time;1957
769;woe is me;blues;the cadillacs;obscene;1957
770;zoom;blues;the cadillacs;obscene;1957
771;bli-blip;blues;ella fitzgerald;sadness;1957
772;i wonder why ?;blues;the cadillacs;obscene;1957
773;old man river;blues;ruth brown;violence;1957
774;you're blase;blues;ella fitzgerald;world/life;1957
775;you are;blues;the cadillacs;obscene;1957
776;what's new;blues;ella fitzgerald;world/life;1957
777;don cha go way mad;blues;ella fitzgerald;world/life;1957
778;mood indigo;blues;ella fitzgerald;music;1957
779;did you ever love a woman;blues;b.b. king;romantic;1957
780;gee baby, ain't i good to you;blues;billie holiday;feelings;1957
781;what can i do;blues;b.b. king;music;1957
782;just a-sittin' and a-rockin';blues;ella fitzgerald;sadness;1957
783;you know i love you;blues;b.b. king;romantic;1957
784;lost mind;blues;mose allison;sadness;1957
785;drifting heart;blues;chuck berry;sadness;1957
786;that old feeling;blues;ella fitzgerald;sadness;1958
787;for heaven's sake;blues;billie holiday;romantic;1958
788;just you just me;blues;ella fitzgerald;romantic;1958
789;my life;blues;chuck willis;world/life;1958
790;love, life and money;blues;little willie john;violence;1958
791;out of this world;blues;ella fitzgerald;night/time;1958
792;you hit the spot;blues;ella fitzgerald;obscene;1958
793;race you down the mountain;blues;woody guthrie;violence;1958
794;as long as i live;blues;ella fitzgerald;world/life;1958
795;teardrops from my eyes;blues;ella fitzgerald;sadness;1958
796;i get along without you very well;blues;billie holiday;sadness;1958
797;let yourself go;blues;ella fitzgerald;music;1958
798;dance around;blues;woody guthrie;romantic;1958
799;you keep coming back like a song;blues;ella fitzgerald;world/life;1958
800;top hat, white tie, and tails;blues;ella fitzgerald;violence;1958
801;i can't give you anything but love;blues;ella fitzgerald;world/life;1958
802;sweet and lovely;blues;ella fitzgerald;romantic;1958
803;i'm putting all my eggs in one basket;blues;ella fitzgerald;world/life;1958
804;pitiful;blues;big maybelle;obscene;1958
805;put your finger in the air;blues;woody guthrie;violence;1958
806;you're something else;blues;jimmy reed;obscene;1958
807;go on to school;blues;jimmy reed;obscene;1958
808;supper time;blues;ella fitzgerald;obscene;1958
809;alexander's ragtime band;blues;ella fitzgerald;music;1958
810;the song is ended;blues;ella fitzgerald;music;1958
811;you've changed;blues;billie holiday;world/life;1958
812;sweet lovin' you;blues;"eddie ""cleanhead"" vinson";world/life;1958
813;goin' home baby;blues;big maybelle;obscene;1958
814;pledging my love;blues;roy hamilton;romantic;1958
815;for all we know;blues;billie holiday;romantic;1958
816;your love is all i need;blues;the silhouettes;night/time;1958
817;my one and only love;blues;roy hamilton;romantic;1958
818;i miss you so;blues;roy hamilton;sadness;1958
819;violets for your furs;blues;billie holiday;music;1958
820;little jazz;blues;ella fitzgerald;obscene;1958
821;april in paris;blues;ella fitzgerald;music;1958
822;moonlight on the ganges;blues;ella fitzgerald;romantic;1958
823;all by myself;blues;ella fitzgerald;violence;1958
824;dearest darling;blues;bo diddley;romantic;1958
825;get thee behind me satan;blues;ella fitzgerald;night/time;1958
826;bad blood;blues;champion jack dupree;violence;1958
827;somebody in my home;blues;howlin' wolf;sadness;1958
828;yes indeed!;blues;ray charles;violence;1958
829;strollin';blues;champion jack dupree;obscene;1958
830;bess you is my woman now;blues;ella fitzgerald;night/time;1958
831;it ain't necessarily so;blues;ella fitzgerald;world/life;1958
832;little turtle dove;blues;bobby day;music;1958
833;the right time;blues;ray charles;night/time;1958
834;the blues are brewin';blues;billie holiday;music;1958
835;guilty;blues;billie holiday;romantic;1958
836;blackjack;blues;ray charles;sadness;1958
837;oh baby doll;blues;chuck berry;music;1958
838;hush your mouth;blues;bo diddley;violence;1958
839;all or nothing at all;blues;billie holiday;sadness;1958
840;i got plenty o' nuttin';blues;ella fitzgerald;sadness;1958
841;no place to go (you gonna wreck my life);blues;howlin' wolf;world/life;1958
842;love is here to stay;blues;billie holiday;music;1958
843;lover man;blues;billie holiday;romantic;1958
844;moanin' at midnight;blues;howlin' wolf;music;1958
845;who do you love;blues;bo diddley;violence;1958
846;how many more years;blues;howlin' wolf;violence;1958
847;april in paris;blues;billie holiday;sadness;1958
848;evil (is going on);blues;howlin' wolf;obscene;1958
849;forty four;blues;howlin' wolf;obscene;1958
850;mood indigo;blues;nina simone;music;1958
851;bring it to jerome;blues;bo diddley;music;1958
852;fever;blues;little willie john;romantic;1958
853;candy;blues;big maybelle;romantic;1958
854;love me or leave me;blues;nina simone;night/time;1958
855;now or never;blues;billie holiday;night/time;1958
856;ill wind;blues;billie holiday;music;1958
857;remember;blues;ella fitzgerald;world/life;1958
858;i love paris;blues;screamin' jay hawkins;music;1958
859;if you are but a dream;blues;screamin' jay hawkins;romantic;1958
860;saving my life for you;blues;bobby day;world/life;1958
861;swing low, sweet chariot;blues;screamin' jay hawkins;music;1958
862;strange things happening every day;blues;sister rosetta tharpe;world/life;1958
863;time to say goodbye;blues;b.b. king;night/time;1958
864;deep purple;blues;screamin' jay hawkins;romantic;1958
865;so long baby;blues;bobby day;night/time;1958
866;i love you so;blues;b.b. king;romantic;1958
867;i've got papers on you, baby;blues;b.b. king;obscene;1958
868;the fool;blues;b.b. king;sadness;1958
869;talkin' 'bout you;blues;ray charles;obscene;1958
870;yellow coat;blues;screamin' jay hawkins;obscene;1958
871;what you want wid bess?;blues;ella fitzgerald;romantic;1958
872;temptation;blues;screamin' jay hawkins;romantic;1958
873;orange colored sky;blues;screamin' jay hawkins;obscene;1958
874;always;blues;ella fitzgerald;world/life;1958
875;a woman is a sometime thing;blues;ella fitzgerald;romantic;1958
876;let's face the music and dance;blues;ella fitzgerald;music;1958
877;it's too late;blues;chuck willis;sadness;1958
878;it's a lovely day today;blues;ella fitzgerald;romantic;1958
879;oh, doctor jesus;blues;ella fitzgerald;night/time;1958
880;la jaunda;blues;chuck berry;romantic;1958
881;john henry;blues;dave van ronk;violence;1959
882;why don't you do right;blues;ruth brown;obscene;1959
883;that's my home;blues;louis prima;music;1959
884;let me explain;blues;the cadillacs;violence;1959
885;so rare;blues;ella fitzgerald;obscene;1959
886;the music goes 'round and around;blues;louis prima;music;1959
887;swingin' shepherd blues;blues;ella fitzgerald;music;1959
888;moonglow;blues;louis prima;music;1959
889;of thee i sing;blues;ella fitzgerald;music;1959
890;it's not for me to say;blues;billie holiday;world/life;1959
891;i'll never be the same;blues;ella fitzgerald;sadness;1959
892;i've grown accustomed to his face;blues;ella fitzgerald;violence;1959
893;beat me daddy eight to the bar;blues;ella fitzgerald;obscene;1959
894;the real american folk song;blues;ella fitzgerald;music;1959
895;deed i do;blues;ray charles;world/life;1959
896;when your lover has gone;blues;ray charles;sadness;1959
897;i was doing all right;blues;ella fitzgerald;night/time;1959
898;it's the talk of the town;jazz;gene ammons;sadness;1950
899;you go to my head;jazz;gene ammons;violence;1950
900;yesterdays;jazz;bud powell;music;1950
901;stranger in paradise;jazz;tony bennett;sadness;1950
902;zing-a zing-a zing boom;jazz;dean martin;sadness;1950
903;be honest with me;jazz;dean martin;romantic;1950
904;three wishes;jazz;dean martin;sadness;1950
905;just for fun;jazz;dean martin;sadness;1950
906;absence makes the heart grow fonder (for somebody else);jazz;dean martin;sadness;1950
907;vieni su (say you love me, too);jazz;dean martin;night/time;1950
908;the money song;jazz;dean martin;obscene;1950
909;i don't care if the sun don't shine;jazz;dean martin;romantic;1950
910;i don't know why (i just do);jazz;erroll garner;obscene;1950
911;i'll remember april;jazz;george shearing;romantic;1950
912;here in my arms;jazz;doris day;romantic;1950
913;an affair to remember;jazz;vic damone;world/life;1950
914;conception;jazz;george shearing;violence;1950
915;september in the rain;jazz;george shearing;music;1950
916;pick yourself up;jazz;george shearing;violence;1950
917;oh me! oh my! oh you!;jazz;doris day;romantic;1950
918;i know that you know;jazz;doris day;romantic;1950
919;muskrat ramble;jazz;dean martin;music;1950
920;that certain party;jazz;dean martin;obscene;1950
921;love me, pretty baby;jazz;dizzy gillespie;music;1951
922;mulligan's too;jazz;gerry mulligan;music;1951
923;i ran all the way home;jazz;dean martin;romantic;1951
924;christmas story;jazz;doris day;music;1951
925;you're getting to be a habit with me;jazz;doris day;sadness;1951
926;santa claus is comin' to town;jazz;bing crosby;obscene;1951
927;sailors' polka;jazz;dean martin;music;1951
928;love is the sweetest thing;jazz;ray noble;music;1951
929;yesterdays;jazz;stan kenton;romantic;1951
930;solitaire;jazz;dean martin;sadness;1951
931;moonlight bay;jazz;doris day;music;1951
932;if;jazz;dean martin;world/life;1951
933;monk's mood;jazz;thelonious monk;music;1951
934;winter wonderland;jazz;the andrews sisters;music;1951
935;school days;jazz;dizzy gillespie;obscene;1951
936;i'll always love you (day after day);jazz;dean martin;sadness;1951
937;solitude;jazz;duke ellington;music;1951
938;i'm in love with you;jazz;dean martin;sadness;1951
939;rock-a-bye your baby with a dixie melody;jazz;dean martin;music;1951
940;love ya;jazz;doris day;feelings;1951
941;till we meet again;jazz;doris day;romantic;1951
942;something to remember you by;jazz;ahmad jamal;obscene;1951
943;but not for me;jazz;benny carter;obscene;1951
944;wham! bam! thank you, ma'am!;jazz;dean martin;sadness;1951
945;beside you;jazz;dean martin;romantic;1951
946;indian summer;jazz;miles davis;night/time;1951
947;april in paris;jazz;doris day;sadness;1952
948;love me or leave me;jazz;gerry mulligan quartet;night/time;1952
949;second chance;jazz;dean martin;night/time;1952
950;what's new;jazz;oscar peterson;romantic;1952
951;silencio;jazz;noro morales;violence;1952
952;bet-i-cha;jazz;dean martin;music;1952
953;east of the sun (and west of the moon);jazz;oscar peterson;romantic;1952
954;ask me now;jazz;thelonious monk;sadness;1952
955;cold cold heart;jazz;tony bennett;sadness;1952
956;kiss;jazz;dean martin;romantic;1952
957;you go to my head;jazz;oscar peterson;violence;1952
958;oh marie;jazz;dean martin;music;1952
959;in a mellow tone;jazz;oscar peterson;music;1952
960;i'm yours;jazz;dean martin;sadness;1952
961;prelude to a kiss;jazz;oscar peterson;sadness;1952
962;how high the moon;jazz;oscar peterson;violence;1952
963;i wanna be loved;jazz;tony bennett;sadness;1952
964;until;jazz;dean martin;romantic;1952
965;why not;jazz;count basie;romantic;1952
966;all i have to give you is my love;jazz;dean martin;world/life;1952
967;bunny;jazz;count basie;music;1952
968;won't you surrender;jazz;dean martin;romantic;1952
969;hominy grits;jazz;dean martin;violence;1952
970;blue smoke (kohu-auwahi);jazz;dean martin;sadness;1952
971;i know a dream when i see one;jazz;dean martin;sadness;1952
972;sure thing;jazz;count basie;obscene;1952
973;the boulevard of broken dreams;jazz;tony bennett;sadness;1952
974;as you are;jazz;dean martin;romantic;1952
975;it's you or no one;jazz;tony scott;obscene;1953
976;swing low...sweet cadillac;jazz;dizzy gillespie;music;1953
977;jayhawk;jazz;buck clayton;obscene;1953
978;winter wonderland;jazz;tony bennett;music;1953
979;the christmas waltz;jazz;doris day;music;1953
980;the nearness of you;jazz;gerry mulligan;romantic;1953
981;i was doing all right;jazz;oscar peterson;night/time;1953
982;i've got you under my skin;jazz;oscar peterson;violence;1953
983;i know;jazz;sonny rollins;sadness;1953
984;lullaby of birdland;jazz;erroll garner;romantic;1953
985;love is here to stay;jazz;marian mcpartland;night/time;1953
986;autumn in new york;jazz;charlie parker;romantic;1953
987;so rare;jazz;george shearing;sadness;1953
988;night and day;jazz;charlie parker;sadness;1953
989;lullaby of birdland;jazz;george shearing;romantic;1953
990;twilight;jazz;mary lou williams;obscene;1953
991;no moe;jazz;sonny rollins;obscene;1953
992;night and day;jazz;oscar peterson;romantic;1953
993;blues go away!;jazz;count basie;world/life;1953
994;sweet and lovely;jazz;george shearing;romantic;1953
995;love me or leave me;jazz;chet baker;night/time;1953
996;crazy rhythm;jazz;stan getz;obscene;1953
997;yesterdays;jazz;marian mcpartland;romantic;1953
998;if you were the only girl;jazz;doris day;world/life;1953
999;i'll forget you;jazz;doris day;violence;1953
1000;let's call this;jazz;thelonious monk;obscene;1954
1001;my future just passed;jazz;chet baker;world/life;1954
1002;it's you or no one;jazz;chet baker;world/life;1954
1003;loveless love;jazz;louis armstrong;music;1954
1004;swanee;jazz;judy garland;music;1954
1005;it's a new world;jazz;judy garland;world/life;1954
1006;hagnes;jazz;roy haynes;music;1954
1007;surrey with the fringe on top;jazz;oscar peterson;obscene;1954
1008;this can't be love;jazz;oscar peterson;world/life;1954
1009;prelude to a kiss;jazz;duke ellington;music;1954
1010;make it soon;jazz;doris day;obscene;1954
1011;things ain't what they used to be;jazz;duke ellington;obscene;1954
1012;soft as the starlight;jazz;doris day;romantic;1954
1013;anyone can fall in love;jazz;doris day;sadness;1954
1014;here's what i'm here for;jazz;judy garland;world/life;1954
1015;you hit the spot;jazz;sarah vaughan;obscene;1954
1016;the memphis blues (or mister crump);jazz;louis armstrong;music;1954
1017;time on my hands;jazz;oscar peterson;romantic;1954
1018;bill;jazz;oscar peterson;sadness;1954
1019;one more time;jazz;dean martin;music;1954
1020;i never had a chance;jazz;dean martin;romantic;1954
1021;with a song in my heart;jazz;doris day;music;1954
1022;prelude to a kiss;jazz;sarah vaughan;sadness;1954
1023;long gone (from the bowlin' green);jazz;louis armstrong;night/time;1954
1024;topsy;jazz;paul bley;obscene;1954
1025;my heart;jazz;paul bley;world/life;1954
1026;it might as well be spring;jazz;margaret whiting;music;1954
1027;bad news;jazz;rosemary clooney;obscene;1954
1028;goodbye;jazz;chet baker;music;1954
1029;you're the right one;jazz;dean martin;night/time;1954
1030;snow;jazz;rosemary clooney;music;1954
1031;aunt hagar's blues;jazz;louis armstrong;music;1954
1032;if i could sing like bing;jazz;dean martin;music;1954
1033;the man that got away;jazz;judy garland;world/life;1954
1034;money burns a hole in my pocket;jazz;dean martin;obscene;1954
1035;i'm glad there is you;jazz;sarah vaughan;world/life;1954
1036;reflections;jazz;thelonious monk;obscene;1954
1037;there will never be another you;jazz;chet baker;romantic;1954
1038;with my eyes wide open i'm dreaming;jazz;dean martin;sadness;1954
1039;the christmas blues;jazz;dean martin;music;1954
1040;carolina in the morning;jazz;dean martin;feelings;1954
1041;there's my lover;jazz;dean martin;romantic;1954
1042;long, long ago;jazz;dean martin;night/time;1954
1043;white christmas;jazz;bing crosby;music;1954
1044;hold me in your arms;jazz;doris day;romantic;1954
1045;poutin';jazz;ben webster;sadness;1954
1046;jim;jazz;sarah vaughan;sadness;1954
1047;embraceable you;jazz;sarah vaughan;romantic;1954
1048;under the bridges of paris;jazz;dean martin;romantic;1954
1049;lullaby of birdland;jazz;sarah vaughan;romantic;1954
1050;pretend;jazz;nat king cole;world/life;1954
1051;september song;jazz;sarah vaughan;world/life;1954
1052;smoke gets in your eyes;jazz;thelonious monk;sadness;1954
1053;a portrait of jennie;jazz;nat king cole trio;sadness;1954
1054;what'll i do?;jazz;nat king cole trio;romantic;1954
1055;lost april;jazz;nat king cole trio;world/life;1954
1056;snow;jazz;bing crosby;music;1954
1057;contraste;jazz;dizzy gillespie;obscene;1954
1058;count your blessings instead of sheep;jazz;bing crosby;world/life;1954
1059;jungla;jazz;dizzy gillespie;obscene;1954
1060;love, you didn't do right by me;jazz;peggy lee;obscene;1954
1061;ready, willing and able;jazz;doris day;obscene;1954
1062;don't you remember?;jazz;dean martin;world/life;1954
1063;'til i find you;jazz;dean martin;sadness;1954
1064;that's all i want from you;jazz;dean martin;world/life;1954
1065;i feel a song comin' on;jazz;dean martin;music;1954
1066;that's what i like;jazz;dean martin;romantic;1954
1067;love me, love me;jazz;dean martin;romantic;1954
1068;darn that dream;jazz;doris day;romantic;1954
1069;carolina moon;jazz;dean martin;night/time;1954
1070;lose that long face;jazz;judy garland;violence;1954
1071;mandy;jazz;rosemary clooney;music;1954
1072;out of nowhere;jazz;dave brubeck;sadness;1954
1073;moving out;jazz;sonny rollins;obscene;1954
1074;i want you;jazz;dean martin;romantic;1954
1075;if i should love again;jazz;dean martin;world/life;1954
1076;a tree in the meadow;jazz;margaret whiting;romantic;1954
1077;count your blessings instead of sheep;jazz;rosemary clooney;world/life;1954
1078;what'll i do;jazz;chet baker;romantic;1954
1079;moments like this;jazz;dean martin;romantic;1954
1080;september song;jazz;erroll garner;world/life;1955
1081;all of me;jazz;louis armstrong;romantic;1955
1082;it all depends on you;jazz;doris day;obscene;1955
1083;i can't believe that you're in love with me;jazz;tony bennett;world/life;1955
1084;this time the dreams on me;jazz;june christy;romantic;1955
1085;i fall in love too easily;jazz;tony bennett;sadness;1955
1086;mean to me;jazz;doris day;romantic;1955
1087;after you've gone;jazz;judy garland;feelings;1955
1088;do you remember;jazz;eartha kitt;night/time;1955
1089;fine and dandy;jazz;anita o'day;sadness;1955
1090;sometimes i'm happy;jazz;sarah vaughan;violence;1955
1091;give me the simple life;jazz;tony bennett;world/life;1955
1092;(what did i do to be so) black and blue;jazz;louis armstrong;violence;1955
1093;i'm afraid the masquerade is over;jazz;helen merrill;sadness;1955
1094;beautiful love;jazz;helen merrill;romantic;1955
1095;sing a rainbow;jazz;peggy lee;music;1955
1096;soon;jazz;sarah vaughan;music;1955
1097;someday my prince will come;jazz;the dave brubeck quartet;romantic;1955
1098;ramona;jazz;louis armstrong;music;1955
